term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
98,1,3,1,0,5,0,0,0,0,0,1,0,0,0,1,0
99,0,2,3,3,5,2,3,5,6,3,1,4,4,6,4,9
9th,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
aa,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6,0
aaaah,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
aah,0,0,0,1,3,0,1,0,0,5,0,0,0,0,0,0
aaron,0,0,0,0,1,0,0,1,0,2,0,0,10,0,3,0
ab,0,0,0,35,0,0,1,0,0,2,0,0,0,0,3,0
aback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abandon,0,1,0,1,0,0,2,1,2,2,2,3,1,0,0,1
abandoned,3,0,0,0,4,1,1,1,0,1,2,2,4,4,2,10
abandoning,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
abbey,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
abbreviated,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
abby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abc,0,0,3,3,0,2,2,0,0,0,1,0,1,0,0,1
abdomen,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
abduction,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
abdul,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
abe,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2
abhors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abide,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
abiding,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1
abilities,0,1,22,2,0,2,0,0,4,1,3,6,1,2,3,2
ability,4,6,27,6,24,23,11,17,14,27,14,21,25,29,39,29
ablaze,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
able,36,38,47,57,64,79,60,82,82,82,58,74,98,110,52,131
abnormal,0,0,3,0,0,2,1,1,3,1,0,0,0,0,0,0
aboard,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
abode,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
abolish,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
abolition,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
aboriginal,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
abortion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
about,480,543,449,500,621,754,570,696,681,527,488,636,733,682,583,748
above,9,8,16,2,4,12,9,19,15,25,3,7,7,9,47,15
aboveground,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
abraham,0,0,0,1,0,0,8,0,3,0,2,1,0,0,1,0
abroad,0,0,0,0,5,3,2,2,0,0,0,1,0,1,0,2
abruptly,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
absence,0,0,1,3,0,6,3,1,1,0,1,0,1,0,5,3
absent,0,0,3,0,0,0,0,0,0,0,0,0,2,2,1,0
absolute,2,7,1,6,3,4,4,8,5,1,3,3,6,5,3,4
absolutely,7,12,14,14,17,20,27,16,30,11,9,23,20,20,15,25
absorb,1,0,0,4,2,0,2,0,2,3,2,1,1,1,0,2
absorbed,1,0,2,1,1,2,0,1,2,0,1,1,2,1,0,1
absorbent,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
absorber,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
absorbing,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2
absorbs,0,0,0,1,0,0,1,0,0,0,2,1,1,2,0,1
absorption,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,1
abstract,2,8,1,1,3,1,4,8,7,7,1,2,5,1,8,3
abstracted,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
abstraction,0,0,1,0,0,3,2,1,1,2,0,2,0,0,0,0
abstractly,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
absurd,0,0,0,0,1,3,0,0,1,0,0,2,1,0,1,3
absurdity,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
abu,0,0,0,1,2,1,6,0,2,2,0,1,0,1,0,0
abundance,0,0,2,2,1,0,1,1,1,0,7,4,3,2,1,4
abundant,0,2,0,0,0,2,0,2,1,0,5,5,1,3,1,0
abuse,2,0,1,0,3,7,7,0,1,0,3,4,7,4,2,1
abused,1,0,0,0,3,0,1,0,2,0,0,0,2,1,1,1
abuses,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0
abusing,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
abusive,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0
abyss,0,0,5,0,0,1,0,4,3,0,0,0,1,0,1,0
abzug,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
academia,0,0,0,1,0,1,0,5,0,0,1,1,0,0,1,0
academic,1,2,3,1,4,2,2,5,3,1,1,6,8,1,1,6
academically,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
academics,0,0,1,0,2,0,0,0,4,0,0,0,1,1,1,0
academy,1,1,0,0,0,0,0,4,0,8,15,0,1,2,5,5
accelerate,0,0,0,1,1,1,3,1,1,1,3,4,2,1,1,3
accelerated,0,0,0,0,0,1,1,0,0,1,1,3,4,3,1,1
accelerates,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
accelerating,0,0,0,8,3,0,1,0,3,1,2,1,5,2,2,0
acceleration,2,0,0,4,0,4,0,0,0,2,2,2,0,0,1,2
accelerator,2,0,0,3,0,1,3,0,0,0,0,0,1,0,0,2
accelerators,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
accelerometers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
accent,1,0,0,0,0,0,0,1,1,1,3,1,0,3,7,0
accents,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0
accentuate,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
accept,5,9,4,2,7,3,3,2,4,8,5,4,15,7,11,9
acceptable,1,0,0,3,0,1,0,0,1,1,1,0,2,0,1,4
acceptance,0,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0
accepted,5,2,1,6,1,2,3,6,2,1,1,5,9,4,4,3
accepting,1,0,0,0,0,2,0,1,0,1,0,0,3,0,2,0
accepts,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
access,3,5,6,15,20,21,4,11,8,8,10,12,48,24,33,22
accessed,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
accessibility,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0
accessible,0,2,0,0,4,4,2,4,2,6,3,2,5,3,2,5
accessing,0,0,0,6,1,0,0,0,0,1,0,0,1,2,0,3
accessories,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
accessory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
accident,2,1,3,0,5,6,8,0,2,2,5,11,7,4,6,4
accidental,2,0,0,0,3,2,1,0,0,0,0,0,1,0,2,1
accidentally,0,3,1,0,0,0,2,0,0,0,0,1,0,1,1,3
accidents,5,2,0,0,2,7,3,1,8,1,0,8,2,6,0,1
accommodate,3,0,1,1,3,0,0,0,0,1,1,0,3,0,0,0
accommodated,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
accommodation,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
accommodations,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
accompanied,0,1,0,1,0,1,2,3,0,1,0,0,2,1,1,2
accompanies,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
accompany,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
accomplish,0,1,1,0,1,1,2,1,2,0,3,0,2,4,4,1
accomplished,1,2,2,2,2,0,0,4,1,3,0,1,3,2,6,1
accomplishing,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
accomplishment,0,0,1,0,1,0,0,2,1,0,1,0,1,4,1,1
accomplishments,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0
accord,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
according,2,2,5,5,2,6,7,6,9,5,5,6,2,8,2,7
accordingly,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
accordion,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
account,0,2,5,2,3,7,4,1,12,2,2,3,17,4,4,8
accountability,0,0,0,0,2,0,0,3,5,0,0,0,1,0,3,2
accountable,0,0,1,0,1,0,1,1,3,0,0,0,0,0,4,5
accountant,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1
accountants,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
accounted,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0
accounting,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0
accounts,0,0,1,2,2,4,0,3,2,0,0,1,4,3,1,1
accredited,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
accretion,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
accrue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
accumbens,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
accumulate,0,2,0,0,0,0,0,1,0,3,1,0,0,0,0,3
accumulated,2,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2
accumulating,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,4
accumulation,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,4
accuracy,0,0,0,0,1,0,1,1,1,1,0,2,4,1,7,7
accurate,0,3,3,1,2,4,3,1,1,6,2,6,6,7,4,5
accurately,0,0,2,2,0,0,1,0,1,0,1,3,2,5,2,1
accusations,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
accused,1,0,0,0,1,1,0,1,0,0,1,3,0,0,2,1
accustomed,0,0,0,1,0,2,0,0,3,0,0,2,2,0,0,2
ace,0,0,1,8,0,0,1,0,0,2,0,0,1,0,0,0
acetate,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
achievable,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1
achieve,4,6,1,4,5,3,9,7,14,4,3,7,10,8,14,12
achieved,1,0,1,0,1,4,5,1,3,3,1,4,4,4,7,2
achievement,0,1,3,0,4,3,4,1,1,1,1,1,2,1,5,2
achievements,0,1,1,0,0,0,1,2,0,2,1,2,0,0,1,1
achieving,0,1,1,0,1,2,1,1,2,1,1,0,0,0,4,3
achilles,0,0,1,1,0,0,5,0,2,0,0,0,0,0,1,1
acid,1,4,0,1,4,2,2,1,3,4,2,1,2,1,1,3
acidic,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
acids,1,1,2,0,0,1,4,1,2,0,1,0,0,0,0,2
acknowledge,1,2,2,1,0,2,0,7,0,1,1,4,4,4,1,6
acknowledged,0,0,0,0,0,0,2,0,0,0,1,1,3,0,1,0
acknowledges,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
acknowledging,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
acknowledgment,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
aclu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
acne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
acoustic,0,0,0,1,4,0,2,0,0,1,0,3,0,2,0,3
acoustically,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
acousticians,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
acoustics,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acquaintances,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
acquire,0,1,4,0,2,0,1,0,0,1,2,0,0,1,0,1
acquired,0,0,3,0,2,1,0,1,1,0,0,2,2,2,0,2
acquiring,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0
acquisition,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0
acre,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
acres,1,0,4,4,3,2,2,1,0,1,0,1,3,1,1,0
acronym,0,1,0,2,0,1,1,4,0,0,0,0,0,0,2,1
across,18,25,16,29,33,46,39,36,31,25,40,32,47,59,58,51
acrylic,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
act,15,4,5,3,11,23,23,13,18,17,20,17,22,14,27,19
acted,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0
acting,1,8,2,6,2,7,1,6,5,1,7,2,4,2,5,5
action,8,4,3,13,7,8,5,19,10,8,13,5,10,15,15,38
actions,0,1,2,1,3,0,2,5,2,1,5,4,9,7,9,11
activate,0,0,0,0,0,0,2,0,0,6,0,3,3,2,1,2
activated,0,0,0,0,1,1,0,7,1,6,2,0,0,2,0,2
activates,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
activating,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,1
activation,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,1
activator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
active,5,5,2,2,7,9,20,12,3,6,3,6,4,2,6,7
actively,2,1,2,0,2,1,1,1,1,2,1,1,0,0,0,3
activism,0,0,0,0,0,1,0,1,0,1,1,1,3,1,7,0
activist,0,2,0,0,1,1,0,1,1,0,0,3,4,3,3,0
activists,0,1,1,1,4,1,1,1,1,0,0,2,3,4,0,1
activities,0,0,5,2,0,6,4,4,1,5,2,1,9,5,2,6
activity,2,3,8,7,12,6,11,6,6,11,16,6,16,14,4,9
actor,0,6,1,0,0,4,1,14,0,8,1,1,0,3,2,1
actors,0,2,2,1,0,0,1,8,1,2,1,2,0,5,1,4
actresses,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
acts,0,2,1,3,2,2,3,4,5,9,1,2,8,4,3,4
actual,7,8,5,9,6,11,7,8,11,18,10,10,12,6,10,9
actualization,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
actually,92,131,163,208,188,245,193,224,282,327,138,234,225,223,159,275
actuation,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
actuator,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
actuators,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
acuity,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
acumen,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0
acupuncture,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
acute,0,3,0,2,3,2,2,0,2,0,1,0,0,1,0,1
acutely,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ad,8,12,5,0,0,4,5,0,3,2,4,2,0,5,1,5
ada,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
adage,0,0,3,0,0,2,0,1,0,1,0,0,0,1,1,0
adam,0,0,1,0,0,1,9,3,1,1,3,5,28,1,1,0
adams,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
adapt,4,2,0,3,2,2,2,3,3,5,1,3,1,3,3,2
adaptability,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
adaptable,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,3
adaptation,0,0,2,1,1,0,4,0,1,0,3,2,1,2,0,1
adaptations,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0
adapted,1,1,0,4,1,2,8,5,2,3,0,3,2,1,2,3
adapting,2,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1
adaptive,0,2,1,0,0,1,2,0,3,2,3,3,0,2,0,1
adapts,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
add,7,11,2,22,23,12,18,8,19,16,11,7,20,11,11,24
added,1,4,2,2,4,4,3,7,7,6,2,5,1,5,7,5
addict,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0
addicted,0,1,1,0,2,2,3,1,0,0,0,0,0,0,2,1
addiction,0,0,0,0,0,0,8,2,1,5,1,1,2,2,1,4
addictions,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
addictive,0,0,1,1,2,0,3,0,0,1,0,0,0,1,0,1
addicts,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
adding,0,1,0,6,3,3,1,3,3,1,5,1,5,3,4,3
addition,0,2,6,7,2,10,2,6,11,7,2,6,9,6,4,12
additional,1,0,1,3,0,4,2,3,2,1,3,0,6,3,3,4
additionally,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0
additive,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0
additives,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
address,2,1,3,4,14,6,5,11,6,8,8,17,16,11,5,9
addressed,2,0,0,2,2,1,0,1,1,0,2,1,1,1,1,1
addresses,0,1,0,0,1,0,0,0,2,1,0,2,0,2,4,2
addressing,0,0,0,0,0,2,1,1,3,1,1,1,1,1,1,0
adds,0,0,0,3,3,1,0,0,1,1,2,1,3,1,0,0
adeno,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
adept,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,0
adequate,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,3
adequately,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
adhd,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3
adheres,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
adhesion,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adhesive,2,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0
adidas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
adipose,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
adjacent,1,1,0,2,0,2,0,1,1,3,0,2,1,3,0,1
adjective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
adjust,9,2,0,1,2,2,0,3,2,1,1,2,1,1,0,2
adjusted,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0
adjusting,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0
adjustments,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
adjusts,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2
admin,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0
administer,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
administration,3,2,0,5,4,2,11,1,3,0,1,2,2,1,0,5
administrations,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
administrative,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0
administrator,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
administrators,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
admiral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
admiration,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0
admire,1,0,1,2,1,0,0,2,1,0,0,4,1,1,2,1
admired,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1
admiring,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
admission,1,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0
admit,4,3,2,2,5,2,1,4,10,3,5,3,6,2,3,6
admits,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
admitted,0,3,0,1,0,1,0,2,0,0,0,1,5,2,1,2
admittedly,0,0,1,0,0,0,1,0,0,0,3,1,2,0,1,1
admitting,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0
adobe,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
adolescence,0,1,0,0,0,0,0,1,1,0,2,1,2,2,1,3
adolescent,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,1
adolescents,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adopt,0,0,0,2,1,2,0,0,3,3,3,4,3,0,1,0
adopted,3,1,1,4,0,1,2,1,3,0,3,3,1,7,6,5
adopter,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adopting,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
adoption,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,1
adorable,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3
adoration,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
adore,1,0,0,0,0,2,3,1,0,0,0,0,0,1,2,2
adored,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
adrenaline,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
adrian,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
adrift,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ads,1,7,8,1,3,1,3,5,1,0,0,4,0,1,0,2
adsense,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
adult,3,3,5,2,0,6,3,7,8,3,3,12,11,8,7,7
adultery,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
adulthood,0,2,1,0,0,1,0,0,0,0,0,6,0,6,0,2
adults,5,2,2,0,4,9,4,3,15,6,2,8,11,1,13,4
advance,0,2,4,1,2,1,2,1,4,2,1,3,6,4,2,3
advanced,7,3,2,10,5,1,4,11,5,6,5,8,4,6,5,6
advancement,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1
advancements,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
advances,2,0,0,1,0,2,0,1,5,4,0,2,4,4,1,4
advancing,0,0,0,2,0,0,0,0,0,0,3,0,2,3,1,0
advantage,2,5,2,7,4,5,5,2,9,5,6,2,6,8,6,4
advantageous,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
advantages,0,2,1,1,1,2,0,2,1,0,2,1,1,0,3,1
advent,0,0,0,0,0,0,0,2,2,0,1,2,0,1,1,1
adventure,1,4,2,3,0,2,3,2,4,2,1,4,6,3,5,2
adventurer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
adventures,0,1,0,1,0,1,0,1,0,2,1,1,2,0,1,0
adventurous,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
adversarial,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
adversaries,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0
adversary,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
adverse,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
adversities,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adversity,0,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0
advert,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0
advertise,0,0,3,0,0,0,0,0,0,1,0,3,0,0,1,0
advertised,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
advertisement,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
advertisements,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0
advertisers,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2
advertising,1,8,6,0,0,0,1,4,3,9,1,7,1,1,5,2
adverts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
advice,2,4,5,0,6,4,0,4,2,3,2,6,1,9,1,5
advise,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0
advised,0,0,3,0,0,3,0,0,1,1,0,0,0,1,1,0
advisedly,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
adviser,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
advisers,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0
advisor,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
advisors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
advisory,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
advocacy,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,3
advocate,0,0,0,0,1,0,3,3,0,0,3,1,2,2,1,1
advocates,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,2
advocating,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
aerial,2,1,0,0,0,1,1,0,1,0,2,0,0,1,1,1
aerobic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
aerodynamic,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0
aerodynamics,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
aeronautical,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
aeronautics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aerospace,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
aerovironment,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aesthetic,6,0,2,1,0,2,2,6,7,2,0,0,4,3,2,0
aesthetical,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
aesthetics,1,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
afar,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0
affair,0,0,0,0,0,0,1,0,2,1,0,0,1,28,2,0
affairs,0,2,1,3,1,2,1,2,0,1,2,0,0,14,4,1
affect,3,2,6,1,6,7,3,3,6,6,5,7,5,11,2,6
affected,2,1,1,9,2,3,2,2,6,3,0,3,9,1,6,0
affecting,0,1,1,1,1,0,0,0,2,0,1,2,3,0,3,0
affection,2,1,0,0,4,1,0,1,0,0,0,0,0,2,0,2
affectionate,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
affectionately,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
affects,1,4,2,1,1,1,0,1,2,2,2,3,5,2,3,4
affiliated,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
affiliation,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
affinity,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
affirm,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
affirmation,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
affirmations,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
affirmative,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
affirmed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
affliction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
affluence,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
affluent,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
afford,3,1,3,11,5,2,3,4,5,3,5,7,9,7,6,7
affordability,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
affordable,0,1,0,4,1,0,1,6,0,4,2,2,6,2,4,5
afforded,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
afghan,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
afghanistan,0,3,3,1,5,4,0,2,1,14,0,2,5,2,0,5
aficionado,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
afoot,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
afraid,4,6,3,3,7,12,11,15,8,3,8,10,11,10,15,12
africa,8,5,7,36,34,72,65,48,36,11,1,27,17,12,43,22
african,1,0,5,6,6,17,15,13,3,2,9,6,11,6,29,23
africans,0,1,0,3,1,4,2,0,2,0,0,1,0,0,14,4
after,50,72,61,78,77,102,81,102,92,95,69,105,112,147,113,129
afterglow,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0
afterlife,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1
aftermath,0,2,0,1,0,1,2,0,0,0,0,1,1,2,1,1
afternoon,5,1,0,4,1,4,9,4,2,3,4,2,3,1,2,1
afternoons,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
afterward,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
afterwards,5,5,3,6,6,11,4,5,1,3,1,3,1,1,1,5
